_Glon,_Glat,recno,3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX,Simbad
300.6497412,-15.4833047,851,J1208.2-7810,0,Y,PKS 1205-778,182.07648,-78.1635,0.005,0.076,bcu II,ISP,14.03,14.03,,0.999,0.886,0.0,0.207,246.7,S,,,,,,Simbad
135.7837857,61.3547383,852,J1208.7+5442,0,Y,TXS 1206+549,182.22607,54.69949,0.023,0.041,fsrq,LSP,13.32,13.69,1.345,1.0,0.919,0.0,1.671,302.09,N,,19.429,18.39,0.66,,Simbad
151.5592237,73.3801675,853,J1209.4+4119,0,Y,B3 1206+416,182.34495,41.32816,0.007,0.052,bll,LSP,13.85,13.85,,0.999,0.913,0.845,,274.34,N,12.3,17.335,17.08,0.58,1.33,Simbad
253.8593068,76.8864734,854,J1209.8+1810,0,Y,MG1 J120953+1809,182.46568,18.16856,0.01,0.05,fsrq,LSP,13.18,13.446,0.845,0.999,0.855,0.0,0.573,73.38,N,,19.552,18.21,0.57,,Simbad
136.9372817,64.5774572,855,J1212.6+5135,0,Y,1RXS J121301.8+512942,183.25365,51.49328,0.122,0.113,bll,HSP,15.7,15.7,,0.865,0.0,0.0,,36.32,N,17.0,18.472,17.94,0.43,1.11,Simbad
292.4074387,35.7907242,856,J1213.1-2619,0,Y,RBS 1080,183.34636,-26.30217,0.048,0.078,bll,HSP,16.5,16.607,0.278,0.998,0.0,0.912,-0.741,7.44,N,106.0,17.755,,0.26,0.83,Simbad
268.7373827,73.4246962,857,J1213.7+1306,0,Y,4C +13.46,183.38404,13.12247,0.052,0.144,fsrq,LSP,13.59,13.92,1.139,0.988,0.927,0.0,0.821,1344.81,N,,17.534,17.78,0.74,1.51,Simbad
137.4349978,66.0524297,858,J1215.0+5002,0,Y,NVSS J121500+500216,183.75333,50.03765,0.014,0.047,bll,ISP,14.68,14.68,,0.999,0.867,0.0,,86.62,N,,17.634,16.95,0.35,,Simbad
261.5983271,76.7652661,859,J1215.1+1658,0,Y,TXS 1212+171,183.76658,16.91054,0.062,0.079,fsrq,LSP,12.62,12.949,1.132,0.997,0.861,0.0,0.447,298.83,N,7.97,19.544,,0.77,0.91,Simbad
188.8748715,82.0528775,860,J1217.8+3007,1,Y,1ES 1215+303,184.46701,30.11684,0.002,0.016,bll,HSP,15.205,15.258,0.13,1.0,0.973,0.989,-0.39,572.83,N,864.0,13.807,14.86,0.42,0.94,Simbad
285.3407585,61.2275799,861,J1218.0-0029,0,Y,PKS 1215-002,184.4947,-0.49619,0.018,0.086,bll,LSP,13.355,13.507,0.419,0.996,0.908,0.0,-0.136,452.54,N,,19.698,17.12,0.55,1.3,Simbad
286.0912471,60.461248,862,J1218.4-0121,0,Y,PKS 1216-010,184.64554,-1.33176,0.05,0.063,bll,LSP,13.842,13.842,,0.981,0.863,0.0,,244.55,N,,18.983,16.97,0.51,1.64,Simbad
126.9999529,47.7947095,863,J1218.5+6912,0,N,NVSS J122044+690522,185.18567,69.09036,0.232,0.339,bcu III,-,,,,0.805,0.0,0.0,1.396,8.18,N,53.8,19.658,,0.41,0.71,Simbad
297.4017496,14.0824566,864,J1218.8-4827,0,Y,PMN J1219-4826,184.75938,-48.44108,0.035,0.074,bcu II,ISP,14.113,14.113,,0.993,0.0,0.0,0.021,62.0,S,,17.527,,0.42,,Simbad
287.5855324,58.684737,865,J1219.7-0314,0,Y,1RXS J121946.0-031419,184.94047,-3.24,0.009,0.073,bll,ISP,14.55,14.664,0.299,0.998,0.0,0.878,-0.227,29.06,N,33.4,17.889,17.14,0.33,1.12,Simbad
163.2468947,80.0159312,866,J1220.2+3434,0,Y,GB2 1217+348,185.03456,34.52271,0.052,0.073,bll,LSP,13.95,13.95,,0.994,0.861,0.0,,250.91,N,4.81,17.137,16.89,0.54,1.52,Simbad
126.5700381,45.8139801,867,J1220.2+7105,0,Y,S5 1217+71,185.01512,71.09198,0.017,0.08,fsrq,ISP,14.3,14.462,0.451,0.999,0.879,0.0,1.31,252.53,N,,,,,,Simbad
186.3585427,82.7345467,868,J1221.3+3010,1,Y,PG 1218+304,185.34143,30.17699,0.001,0.015,bll,HSP,16.59,16.663,0.182,1.0,0.934,0.983,-0.22,71.57,N,316.0,15.463,15.67,0.29,0.98,Simbad
201.7352155,83.2880186,869,J1221.4+2814,1,Y,W Comae,185.38204,28.23292,0.01,0.021,bll,ISP,14.38,14.422,0.103,1.0,0.969,0.931,-0.473,732.25,N,22.9,14.422,14.57,0.47,1.58,Simbad
284.8191761,66.0655112,870,J1222.4+0414,0,Y,4C +04.42,185.59396,4.22105,0.021,0.074,fsrq,LSP,12.81,13.104,0.966,0.999,0.937,0.824,2.098,800.87,N,16.0,17.304,16.42,0.63,1.28,Simbad
124.3266847,36.3850736,871,J1222.7+8041,0,Y,S5 1221+80,185.91872,80.66787,0.047,0.048,bll,LSP,13.215,13.215,,0.994,0.926,0.0,,705.2,N,4.63,19.42,,0.85,0.99,Simbad
295.872559,31.9428605,872,J1223.3-3028,0,Y,NVSS J122337-303246,185.9042,-30.54725,0.093,0.127,bcu II,HSP,15.95,15.95,,0.984,0.0,0.0,-0.758,8.28,N,,17.66,,0.24,1.28,Simbad
233.9521368,83.4177798,873,J1224.5+2436,1,Y,MS 1221.8+2452,186.10078,24.60653,0.032,0.043,bll,HSP,15.3,15.386,0.218,0.997,0.0,0.88,-0.343,26.01,N,27.5,17.924,16.37,0.29,1.27,Simbad
133.961156,66.5080902,874,J1224.5+4957,0,Y,SBS 1221+503,186.04133,50.03208,0.091,0.153,fsrq,-,,,1.066,0.942,0.0,0.0,,46.98,N,,16.84,17.37,0.42,,Simbad
139.2885141,72.6854606,875,J1224.6+4332,0,Y,B3 1222+438,186.21461,43.58869,0.06,0.104,bll,LSP,13.32,13.32,,0.988,0.869,0.0,,366.61,N,,,19.29,0.8,,Simbad
302.0982791,-20.3907068,876,J1224.6-8312,0,Y,PKS 1221-82,186.22659,-83.21947,0.012,0.118,bcu I,LSP,11.95,11.95,,0.999,0.902,0.0,2.103,517.6,S,,,,,,Simbad
255.073395,81.6597848,877,J1224.9+2122,1,Y,4C +21.35,186.22691,21.37955,0.003,0.01,fsrq,LSP,13.72,13.877,0.435,1.0,0.99,0.966,0.828,2095.2,N,38.2,16.249,15.85,0.6,1.26,Simbad
301.0392669,-10.4509549,878,J1225.7-7314,0,N,PMN J1225-7313,186.39704,-73.22764,0.018,0.075,bcu II,ISP,14.825,14.825,,0.999,0.89,0.0,0.179,267.3,S,,18.644,,0.54,,Simbad
285.8293677,68.6957562,879,J1226.8+0638,0,Y,1RXS J122645.2+063906,186.68425,6.64814,0.016,0.064,bll,HSP,15.85,15.85,,0.997,0.0,0.846,,17.37,N,16.7,18.522,16.8,0.25,1.33,Simbad
293.8278352,48.960132,880,J1226.9-1329,0,N,PMN J1226-1328,186.72674,-13.4775,0.026,0.047,bll,LSP,13.215,13.378,0.456,0.999,0.881,0.0,0.077,146.21,N,,,,,,Simbad
132.7402902,67.7290571,881,J1228.7+4857,0,Y,TXS 1226+492,187.2157,48.96703,0.023,0.06,fsrq,LSP,12.5,12.935,1.722,0.998,0.917,0.0,0.468,387.55,N,,20.295,18.14,0.68,1.36,Simbad
289.9508898,64.359978,882,J1229.1+0202,0,Y,3C 273,187.27792,2.05239,0.015,0.019,fsrq,LSP,13.46,13.524,0.158,1.0,0.997,0.985,1.127,54992.24,N,1110.0,13.941,13.23,0.69,1.13,Simbad
232.7541032,84.9064744,883,J1230.3+2519,0,Y,ON 246,187.55871,25.30198,0.028,0.055,bll,ISP,14.85,14.905,0.135,0.999,0.894,0.894,-0.79,244.06,N,39.2,15.362,14.23,0.32,1.57,Simbad
283.7777367,74.4911514,884,J1230.9+1224,1,Y,M 87,187.70593,12.39112,0.026,0.042,rdg,-,,,0.00428,0.999,0.997,0.0,,138488.36,N,,9.376,,0.24,1.88,Simbad
126.5047593,52.7514715,885,J1231.5+6414,0,Y,MS 1229.2+6430,187.88081,64.23841,0.004,0.059,bll,HSP,16.22,16.286,0.163,0.999,0.827,0.905,-0.681,58.91,N,43.9,14.687,15.89,0.3,1.25,Simbad
190.8102007,85.3389458,886,J1231.7+2847,0,Y,B2 1229+29,187.93155,28.79716,0.014,0.023,bll,ISP,14.9,14.992,0.23645,0.999,0.922,0.933,-0.316,141.65,N,29.7,17.009,16.79,0.46,1.18,Simbad
281.8432205,76.40114,887,J1231.8+1421,0,Y,GB6 J1231+1421,187.84961,14.35678,0.113,0.117,bll,HSP,14.93,15.029,0.256,0.987,0.0,0.0,-0.625,55.64,N,,17.281,16.63,0.37,1.3,Simbad
293.8065076,60.8169658,888,J1233.7-0145,0,Y,NVSS J123341-014426,188.42223,-1.73992,0.021,0.043,bll,ISP,14.45,14.45,,0.999,0.802,0.0,,28.93,N,,18.106,17.86,0.48,1.46,Simbad
136.8095927,77.7187675,889,J1236.6+3901,0,Y,RX J1236.4+3859,189.09534,39.00089,0.059,0.107,bll,ISP,14.64,14.783,0.39,0.985,0.0,0.0,0.492,37.12,N,4.96,18.151,17.59,0.41,1.37,Simbad
125.5991463,54.0780571,890,J1237.9+6258,0,Y,1H 1241+626,189.41435,62.97877,0.037,0.062,bll,HSP,15.04,15.153,0.297,0.994,0.0,0.882,-0.561,12.6,N,40.3,18.053,17.35,0.26,1.04,Simbad
298.7591876,42.7790128,891,J1238.2-1958,0,Y,PMN J1238-1959,189.60162,-19.98713,0.035,0.06,bcu II,ISP,14.075,14.075,,0.997,0.833,0.0,0.032,95.13,N,9.4,17.299,,0.49,1.38,Simbad
300.4955196,17.1170753,892,J1238.3-4543,0,Y,PMN J1238-4541,189.52516,-45.69157,0.058,0.068,bcu II,ISP,14.2,14.2,,0.983,0.0,0.0,-0.247,107.3,S,,17.197,,0.37,,Simbad
294.1127075,70.1702866,893,J1239.4+0727,0,Y,PKS 1236+077,189.85245,7.50477,0.047,0.076,bcu I,LSP,12.865,13.011,0.4,0.998,0.913,0.0,0.197,567.69,N,7.75,18.55,17.24,0.59,1.39,Simbad
295.1982923,67.4111296,894,J1239.5+0443,0,Y,MG1 J123931+0443,189.88648,4.71812,0.009,0.024,fsrq,LSP,12.305,12.746,1.762,1.0,0.951,0.849,1.408,354.46,N,4.22,,20.22,0.84,0.89,Simbad
299.4681614,47.874152,895,J1241.6-1456,0,Y,RX J1241.8-1455,190.45568,-14.93292,0.049,0.08,bll,HSP,15.875,15.875,,0.998,0.0,0.927,,17.29,N,181.0,16.579,16.28,0.3,1.03,Simbad
296.1355964,69.344284,896,J1241.9+0639,0,Y,1ES 1239+069,190.45102,6.59976,0.066,0.093,bll,HSP,15.0,15.061,0.15,0.982,0.0,0.0,-0.351,16.62,N,17.6,18.675,18.12,0.45,0.89,Simbad
133.0069258,80.5045702,897,J1243.1+3627,0,Y,Ton 116,190.80307,36.46222,0.01,0.023,bll,HSP,16.15,16.15,,0.999,0.928,0.968,,148.04,N,162.0,16.25,15.64,0.32,1.14,Simbad
299.0925641,60.504686,898,J1243.9-0217,0,N,PMN J1243-0218,190.9687,-2.31067,0.028,0.139,bcu II,LSP,12.83,12.83,,0.997,0.0,0.0,-0.069,77.84,N,,,,,,Simbad
294.446747,79.0341735,899,J1244.1+1615,0,N,SDSS J124444.35+161621.7,191.18394,16.273,0.133,0.176,bll,-,,,0.456,0.917,0.0,0.0,,14.39,N,,19.473,18.26,0.36,1.22,Simbad
293.3930666,79.1145177,900,J1244.1+1615,0,N,3C 275.1,190.99021,16.3815,0.13,0.176,ssrq,-,,,,0.0,0.935,0.0,,2896.62,N,7.67,18.846,18.08,0.71,1.28,Simbad
301.7664572,12.9495932,901,J1244.3-4955,0,N,SUMSS J124422-495422,191.09574,-49.90619,0.02,0.11,bcu II,ISP,14.726,14.726,,0.995,0.0,0.0,-0.373,99.7,S,,17.863,,0.42,,Simbad
124.6292123,59.9424792,902,J1244.8+5707,0,Y,1RXS J124510.5+571020,191.29166,57.1651,0.062,0.094,bll,ISP,14.75,14.75,,0.991,0.0,0.0,,83.87,N,5.3,17.332,16.51,0.4,1.57,Simbad
301.6180408,37.0628457,903,J1246.7-2547,0,Y,PKS 1244-255,191.69501,-25.79702,0.008,0.017,fsrq,LSP,13.24,13.454,0.635,1.0,0.979,0.949,0.467,1165.65,N,36.3,17.333,,0.72,1.06,Simbad
125.5935488,72.7164758,904,J1247.0+4421,0,Y,RX J1246.9+4423,191.75323,44.3889,0.034,0.095,bll,HSP,16.635,16.84,0.6,0.996,0.0,0.852,-0.387,10.73,N,35.8,17.845,,0.27,1.02,Simbad
124.0147001,65.653375,905,J1248.0+5130,0,Y,RX J1248.4+5128,192.14293,51.46885,0.085,0.124,bll,ISP,14.3,14.431,0.351,0.971,0.0,0.0,-0.442,114.91,N,5.24,17.905,17.04,0.43,1.46,Simbad
123.7230242,58.7821411,906,J1248.2+5820,0,Y,PG 1246+586,192.07827,58.34131,0.008,0.018,bll,ISP,14.885,14.885,,1.0,0.949,0.96,,245.42,N,64.5,15.718,14.94,0.38,1.4,Simbad
124.83469,79.9921423,907,J1249.7+3705,0,Y,RX J1249.8+3708,192.4448,37.12998,0.039,0.048,bll,HSP,15.0,15.0,,0.991,0.0,0.0,,6.13,N,3.96,18.93,18.55,0.35,1.21,Simbad
302.40002,65.1464245,908,J1250.5+0217,0,Y,PKS 1247+025,192.63575,2.2756,0.023,0.1,bll,LSP,13.521,13.812,0.955,0.996,0.882,0.0,0.511,340.84,N,,19.597,19.03,0.81,,Simbad
302.864855,60.8362517,909,J1251.0-0203,0,Y,TXS 1248-017,192.82678,-2.03548,0.068,0.094,bcu II,LSP,13.272,13.272,,0.963,0.0,0.0,0.792,128.04,N,,,20.05,0.68,,Simbad
302.8107743,73.5237458,910,J1251.3+1041,0,Y,1RXS J125117.4+103914,192.82452,10.65203,0.042,0.155,bll,HSP,15.455,15.55,0.2454,0.991,0.0,0.0,0.384,5.24,N,14.1,17.568,17.6,0.28,1.08,Simbad
122.3255747,64.1062483,911,J1253.2+5300,0,Y,S4 1250+53,193.29967,53.01993,0.007,0.018,bll,LSP,13.94,13.94,,1.0,0.965,0.878,,488.3,N,4.75,16.721,16.9,0.55,1.52,Simbad
304.388662,66.3069043,912,J1253.7+0327,0,Y,MG1 J125348+0326,193.44586,3.44179,0.025,0.044,bll,HSP,15.394,15.422,0.0657,0.997,0.87,0.889,-1.362,107.11,N,29.5,12.319,14.11,0.22,1.56,Simbad
122.4296763,54.4097639,913,J1254.1+6240,0,Y,1RXS J125400.1+624303,193.49713,62.716,0.044,0.072,bll,HSP,15.176,15.176,,0.993,0.0,0.0,,12.14,N,5.66,19.319,18.13,0.36,1.26,Simbad
303.8306807,40.7961238,914,J1254.1-2203,0,Y,NVSS J125422-220413,193.59367,-22.0705,0.058,0.091,bcu II,ISP,14.34,14.34,,0.998,0.0,0.0,0.452,27.71,N,,18.915,,0.44,,Simbad
311.2483126,85.0056947,915,J1254.5+2210,0,Y,TXS 1252+224,193.63864,22.18435,0.013,0.053,bll,HSP,15.2,15.2,,1.0,0.866,0.0,,101.26,N,,18.077,16.74,0.37,1.49,Simbad
303.5946582,18.4514983,916,J1254.9-4423,0,Y,PKS 1252-441,193.73964,-44.41572,0.022,0.082,bll,LSP,13.799,13.816,0.041,0.999,0.899,0.0,-0.242,368.1,S,,9.773,,-0.05,,Simbad
305.1043263,57.0624092,917,J1256.1-0547,1,Y,3C 279,194.04653,-5.78931,0.006,0.012,fsrq,LSP,12.92,13.106,0.536,1.0,0.995,0.985,0.375,9711.87,N,405.0,16.545,,0.83,0.75,Simbad
304.8127936,51.0770762,918,J1256.3-1146,0,Y,PMN J1256-1146,194.06647,-11.77704,0.02,0.039,bcu I,HSP,15.698,15.722,0.05791,0.999,0.847,0.875,-1.589,54.51,N,17.1,11.396,,-0.04,2.17,Simbad
121.1975351,63.5374665,919,J1256.7+5328,0,N,TXS 1254+538,194.16096,53.57325,0.106,0.143,bcu II,LSP,13.25,13.25,,0.929,0.0,0.0,2.15,186.5,N,,,19.51,0.65,,Simbad
116.0046861,80.2621144,920,J1256.9+3649,0,Y,1RXS J125716.0+364713,194.3191,36.78748,0.076,0.062,bll,HSP,14.985,15.17,0.531,0.917,0.0,0.0,-0.15,72.67,N,7.07,17.645,17.26,0.4,1.38,Simbad
121.4600717,55.7614439,921,J1258.0+6120,0,Y,NVSS J125820+612049,194.58659,61.34706,0.031,0.089,bll,ISP,14.46,14.548,0.224,0.996,0.0,0.0,-0.288,10.31,N,,18.415,22.02,0.73,,Simbad
108.5669869,84.4539106,922,J1258.1+3233,0,Y,ON 393,194.48847,32.49148,0.076,0.066,fsrq,LSP,13.12,13.377,0.806,0.946,0.89,0.0,0.378,652.56,N,4.98,18.205,18.39,0.73,1.18,Simbad
305.3465114,44.8371182,923,J1258.6-1800,0,Y,PKS B1256-177,194.65959,-18.00087,0.01,0.053,fsrq,LSP,12.45,12.921,1.956,1.0,0.924,0.0,1.488,359.31,N,,,,,,Simbad
120.3329382,65.385853,924,J1258.7+5137,0,Y,NVSS J125825+514225,194.606,51.70713,0.098,0.098,bcu III,-,,,,0.998,0.0,0.0,-2.409,50.64,N,,19.68,18.58,0.43,,Simbad
305.2044128,40.5134756,925,J1258.7-2219,0,Y,PKS 1256-220,194.72699,-22.32531,0.031,0.043,fsrq,LSP,12.96,13.322,1.303,0.999,0.947,0.0,0.598,792.86,N,,18.965,,0.78,1.32,Simbad
305.2317196,39.6599486,926,J1259.0-2310,0,Y,PKS B1256-229,194.78526,-23.1774,0.013,0.062,bcu I,LSP,13.452,13.623,0.481,0.999,0.928,0.0,-0.627,482.64,N,,16.491,,0.5,,Simbad
304.7609486,25.0257836,927,J1259.8-3749,0,Y,NVSS J125949-374856,194.95751,-37.81616,0.01,0.052,bcu II,ISP,14.626,14.626,,1.0,0.0,0.0,-0.01,27.05,N,,17.353,,0.32,,Simbad
312.5665508,76.9932449,928,J1300.2+1416,0,N,OW 197,195.08716,14.28848,0.023,0.173,fsrq,LSP,12.68,13.003,1.106,0.993,0.872,0.0,2.947,559.63,N,6.95,18.533,18.53,0.72,1.09,Simbad
312.9250142,76.9835109,929,J1300.2+1416,0,N,NVSS J130041+141728,195.17099,14.2915,0.102,0.173,bcu II,LSP,13.05,13.05,,0.958,0.0,0.0,3.175,100.97,N,,,20.03,0.67,0.99,Simbad
119.9527143,59.2515976,930,J1302.6+5748,0,Y,TXS 1300+580,195.71861,57.81045,0.024,0.083,bcu I,LSP,11.96,12.28,1.088,0.997,0.89,0.0,0.206,321.09,N,3.08,21.145,18.73,0.66,1.29,Simbad
349.1343107,86.3400093,931,J1303.0+2435,0,Y,MG2 J130304+2434,195.7634,24.56548,0.031,0.036,bll,LSP,12.83,13.13,0.993,0.998,0.869,0.0,0.055,122.68,N,,,18.92,0.57,1.29,Simbad
305.1327351,16.4687959,932,J1303.7-4619,0,Y,PMN J1303-4621,195.91784,-46.35067,0.038,0.085,fsrq,LSP,13.55,13.976,1.664,0.999,0.0,0.0,0.729,74.8,S,,,,,,Simbad
306.6780216,38.5735944,933,J1304.2-2411,0,Y,PMN J1304-2412,196.0699,-24.20473,0.014,0.047,bcu II,ISP,14.49,14.49,,0.998,0.846,0.0,-0.097,59.56,N,,18.95,,0.5,1.62,Simbad
305.3905996,18.9243545,934,J1304.3-4353,0,Y,1RXS J130421.2-435308,196.08721,-43.88575,0.015,0.02,bll,HSP,15.497,15.497,,0.998,0.826,0.948,,43.8,S,63.1,16.713,,0.3,1.17,Simbad
309.3670786,58.9382215,935,J1304.8-0338,0,Y,PKS 1302-035,196.18184,-3.76738,0.122,0.143,fsrq,LSP,12.53,12.882,1.25,0.972,0.878,0.0,-0.125,826.67,N,,18.835,,0.79,0.91,Simbad
307.161326,41.6486863,936,J1304.9-2109,0,Y,PKS B1302-208,196.24612,-21.11179,0.046,0.087,bcu II,ISP,14.055,14.055,,0.988,0.913,0.0,0.28,604.37,N,,,,,,Simbad
122.1025124,38.1964614,937,J1305.5+7854,0,Y,S5 1304+79,196.25006,78.90994,0.025,0.077,bll,LSP,12.48,12.48,,0.998,0.888,0.0,,287.7,N,,19.53,,0.83,,Simbad
307.615533,40.9289719,938,J1306.8-2146,0,Y,PKS 1304-215,196.66928,-21.80415,0.05,0.089,bcu I,LSP,12.41,12.462,0.126,0.978,0.869,0.0,0.507,312.14,N,,20.652,,0.8,,Simbad
306.0779113,19.7786396,939,J1307.6-4300,0,Y,1RXS J130737.8-425940,196.90827,-42.99416,0.009,0.022,bcu II,HSP,15.497,15.497,,0.999,0.828,0.955,-0.498,36.2,S,67.6,15.882,,0.27,1.3,Simbad
101.3207318,80.6285066,940,J1308.7+3545,0,Y,5C 12.291,197.09879,35.77699,0.072,0.122,fsrq,LSP,12.445,12.758,1.055,0.998,0.815,0.0,0.409,239.82,N,3.67,,19.29,0.75,1.08,Simbad
111.2082259,73.6315144,941,J1309.3+4304,0,Y,B3 1307+433,197.35636,43.08488,0.013,0.025,bll,HSP,14.9,15.128,0.691,1.0,0.889,0.867,-0.065,60.14,N,7.12,17.27,16.59,0.32,1.49,Simbad
319.4231573,74.1953016,942,J1309.5+1154,0,Y,4C +12.46,197.39139,11.90682,0.006,0.085,bll,LSP,13.32,13.32,,0.999,0.936,0.0,,855.57,N,,18.111,17.68,0.73,1.44,Simbad
310.1820033,50.6442843,943,J1310.2-1159,0,Y,TXS 1307-117,197.55178,-11.96306,0.027,0.055,bll,HSP,16.011,16.068,0.14,0.999,0.841,0.874,-0.685,83.4,N,26.1,14.089,,0.2,1.67,Simbad
5.7085998,85.0991336,944,J1310.6+2446,0,Y,MG2 J131037+2447,197.66018,24.8052,0.025,0.136,bcu III,-,,,,0.99,0.0,0.0,,116.4,N,,18.387,16.86,0.39,,Simbad
85.7020896,83.3459335,945,J1310.6+3222,0,Y,OP 313,197.61943,32.3455,0.04,0.025,fsrq,LSP,13.0,13.3,0.997,0.997,0.942,0.0,-0.225,1687.17,N,8.53,19.016,17.13,0.72,1.27,Simbad
117.0355109,61.6713549,946,J1310.7+5515,0,Y,TXS 1308+554,197.76338,55.23176,0.057,0.115,fsrq,LSP,13.08,13.364,0.925,0.987,0.875,0.0,0.263,425.33,N,,20.144,18.65,0.73,1.3,Simbad
313.8305616,63.0408891,947,J1311.0+0036,0,Y,RX J1311.1+0035,197.77698,0.58612,0.028,0.067,bll,HSP,15.755,15.755,,0.997,0.0,0.831,,17.85,N,16.5,17.401,17.36,0.31,1.23,Simbad
309.3836013,40.6675979,948,J1312.5-2155,0,Y,PKS 1309-216,198.13148,-21.93983,0.009,0.037,bll,HSP,15.04,15.455,1.6,1.0,0.938,0.0,-0.179,349.75,N,,17.435,,0.5,1.44,Simbad
113.3789964,68.2562915,949,J1312.7+4828,0,Y,GB 1310+487,198.18064,48.47526,0.005,0.018,agn,LSP,12.96,13.136,0.638,1.0,0.949,0.0,,221.07,N,,,20.04,0.78,1.08,Simbad
309.2036217,38.7649336,950,J1312.7-2349,0,Y,NVSS J131248-235046,198.20316,-23.84638,0.024,0.046,bcu III,-,,,,1.0,0.0,0.0,-2.007,28.93,N,,18.373,,0.39,1.26,Simbad
313.0509392,58.0366175,951,J1312.8-0424,0,Y,PKS B1310-041,198.21209,-4.41386,0.014,0.078,fsrq,LSP,13.075,13.336,0.825,0.998,0.875,0.0,1.065,226.73,N,6.37,,,,,Simbad
307.5544533,20.0457594,952,J1314.7-4237,1,Y,MS 13121-4221,198.7642,-42.6139,0.053,0.112,bcu II,HSP,16.28,16.28,,0.998,0.0,0.0,-1.809,13.9,S,,15.735,,0.17,1.17,Simbad
1.9318694,83.7832021,953,J1314.8+2349,0,Y,TXS 1312+240,198.68253,23.80744,0.034,0.039,bll,ISP,14.93,14.93,,0.996,0.882,0.848,,184.26,N,17.7,17.389,16.31,0.41,1.4,Simbad
324.0792979,73.4327858,954,J1315.4+1130,0,Y,1RXS J131531.9+113327,198.88658,11.55877,0.047,0.131,bcu II,HSP,16.525,16.525,,0.983,0.0,0.804,-0.963,20.73,N,29.4,19.088,18.39,0.39,1.0,Simbad
308.8034934,28.9402763,955,J1316.0-3338,0,Y,PKS 1313-333,199.03327,-33.64977,0.027,0.041,fsrq,LSP,13.12,13.464,1.21,1.0,0.961,0.0,-0.178,1278.27,N,,17.616,,0.73,1.19,Simbad
86.9367109,80.7974298,956,J1317.8+3429,0,Y,S4 1315+34,199.40206,34.42109,0.094,0.176,fsrq,LSP,13.118,13.43,1.05,0.991,0.853,0.0,0.799,529.4,N,5.52,19.079,18.37,0.71,1.15,Simbad
313.2615407,49.7394946,957,J1318.7-1232,0,Y,PMN J1318-1235,199.67856,-12.5844,0.046,0.081,bcu II,LSP,13.45,13.45,,0.989,0.0,0.0,0.404,44.1,N,,,,,,Simbad
331.0156439,75.4100921,958,J1319.3+1402,0,Y,RX J1319.4+1405,199.88226,14.09253,0.061,0.081,bll,HSP,15.3,15.497,0.573,0.986,0.0,0.0,-0.765,77.07,N,,17.55,17.2,0.39,1.56,Simbad
121.0634773,39.0539636,959,J1319.6+7759,0,Y,NVSS J131921+775823,199.83861,77.97283,0.029,0.055,bcu II,ISP,14.435,14.435,,0.991,0.0,0.0,-0.343,25.85,N,,17.603,,0.35,,Simbad
358.8186577,81.6813012,960,J1321.0+2215,0,Y,TXS 1318+225,200.29668,22.27003,0.027,0.056,fsrq,LSP,13.05,13.338,0.943,1.0,0.908,0.0,0.851,314.07,N,,19.414,18.16,0.68,,Simbad
121.8660395,33.7949862,961,J1321.7+8312,0,Y,S5 1322+83,200.44004,83.2704,0.064,0.074,fsrq,LSP,13.0,13.306,1.024,0.968,0.9,0.0,1.654,565.51,N,,,,,,Simbad
325.8905724,70.1984417,962,J1322.3+0839,0,Y,NVSS J132210+084231,200.54187,8.7086,0.065,0.109,bcu II,LSP,13.16,13.16,,0.976,0.0,0.0,-0.035,71.34,N,,19.377,18.38,0.55,1.4,Simbad
313.7561033,45.9229715,963,J1322.6-1619,0,Y,PMN J1322-1617,200.68168,-16.29015,0.032,0.111,bcu II,LSP,13.67,13.67,,0.993,0.0,0.0,0.352,111.25,N,,18.723,,0.55,,Simbad
315.7528795,52.3574554,965,J1322.8-0938,0,N,PMN J1323-0943,200.76275,-9.72557,0.098,0.09,bcu II,LSP,12.6,12.6,,0.0,0.814,0.0,1.756,320.66,N,,,,,,Simbad
322.8501972,66.3063558,966,J1322.9+0435,0,Y,RBS 1257,200.75433,4.66349,0.07,0.071,bll,HSP,16.268,16.355,0.224,0.987,0.0,0.835,-0.512,37.09,N,44.9,17.275,17.24,0.41,0.97,Simbad
55.0753352,82.5993819,967,J1323.0+2942,0,Y,4C +29.48,200.75364,29.69578,0.017,0.039,bcu II,LSP,13.4,13.4,,0.0,0.966,0.0,0.978,1369.72,N,3.61,,19.7,0.8,1.15,Simbad
334.7726627,74.9227799,968,J1323.9+1405,0,Y,RX J1323.9+1406,200.99369,14.1003,0.006,0.095,bll,ISP,14.655,14.655,,0.996,0.0,0.805,,31.32,N,17.0,17.994,18.11,0.43,1.08,Simbad
309.1675459,18.9771501,969,J1324.0-4330e,0,Y,CenA Lobes,201.0,-43.5,0.0,0.0,rdg,LSP,,,0.0018,1.0,0.0,0.0,,342000.0,S,151.0,,,,,Simbad
309.5158913,19.4172752,970,J1325.4-4301,1,Y,CenA Core,201.36506,-43.01911,0.011,0.028,rdg,LSP,13.445,13.446,0.0018,1.0,0.999,0.962,,342000.0,S,151.0,,,,,Simbad
